Resistance ,"Grid currents _A,B,C phases",,,"Rotor currents A,B,C phases",,,"Stator currents A,B,C phases",,,"Grid voltages A,B,C phases",,,Grid Powers,,Rotor Powers,,Stator Powers,,Class.
R,i25a,i25b,i25c,ira,irb,irc,isa,isb,isc,v25a,v25b,v25c,pg,qg,pr,qr,ps,qs,Target
820,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,505.4211,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
830,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,500.4228,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
840,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,495.5351,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
850,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,490.7542,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
860,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,486.0769,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
870,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,481.4997,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
880,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,477.0195,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
890,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,472.6332,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
900,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,468.338,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
910,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,464.1309,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
920,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,460.0094,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
930,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,455.9709,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
940,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,452.0128,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
950,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,448.1329,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
960,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,444.3288,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
970,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,440.5982,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
980,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,436.9392,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
990,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,433.3497,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
1000,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,429.8277,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,9
0.01,5.5952,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.14E+03,667.7393,530.4008,1.04E+03,3.96E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.02,5.585,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.13E+03,667.7393,528.3497,1.04E+03,3.95E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.04,5.5645,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.14E+03,667.7393,534.8821,1.04E+03,3.93E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.06,5.5448,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.13E+03,667.7393,529.9431,1.04E+03,3.90E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.08,5.5237,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.12E+03,667.7393,525.5109,1.04E+03,3.88E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.1,5.5041,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.12E+03,667.7393,529.2849,1.04E+03,3.86E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.12,5.4773,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.11E+03,667.7393,531.0602,1.04E+03,3.83E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.14,5.4604,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.10E+03,667.7393,539.0969,1.04E+03,3.81E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.16,5.4433,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.08E+03,667.7393,527.6815,1.04E+03,3.78E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.18,5.4307,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.07E+03,667.7393,532.6073,1.04E+03,3.76E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.2,5.4141,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.07E+03,667.7393,530.657,1.04E+03,3.74E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.22,5.3881,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.07E+03,667.7393,526.8002,1.04E+03,3.71E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.24,5.369,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.06E+03,667.7393,528.6955,1.04E+03,3.69E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.26,5.3503,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.05E+03,667.7393,523.6599,1.04E+03,3.67E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.28,5.3345,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.05E+03,667.7393,528.4775,1.04E+03,3.64E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.3,5.3165,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.04E+03,667.7393,520.5415,1.04E+03,3.62E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.4,5.2378,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.05E+03,667.7393,523.1354,1.04E+03,3.52E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.5,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.06E+03,667.7393,516.5313,1.04E+03,3.41E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.6,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.06E+03,667.7393,501.9154,1.04E+03,3.30E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.7,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.04E+03,667.7393,489.6941,1.04E+03,3.20E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.8,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,1.00E+03,667.7393,483.1578,1.04E+03,3.10E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.9,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,973.3642,667.7393,477.0697,1.04E+03,3.01E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
1,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,958.5664,667.7393,472.0915,1.04E+03,2.92E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
1.5,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,884.3192,667.7393,427.0029,1.13E+03,2.53E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
2,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,430.84,1.32E+03,2.20E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
2.5,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,355.3797,1.45E+03,1.93E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
3,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,395.5927,1.53E+03,1.70E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
3.5,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.58E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
4,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.61E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
4.5,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,350.5187,1.62E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
5,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.62E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
5.5,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.61E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
6,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.59E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
6.5,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.57E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
7,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.54E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
7.5,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.52E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
8,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.49E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
8.5,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.46E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
9,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.43E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
9.5,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.40E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
10,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.38E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
15,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.12E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
20,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
25,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
30,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
35,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
40,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
45,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
50,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
55,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
60,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
65,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
70,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
75,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
80,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
85,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
90,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
95,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
100,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
110,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
120,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
130,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
140,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
150,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
160,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
170,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
180,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
190,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
200,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
210,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
220,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
230,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
240,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
250,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
260,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
270,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
280,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
290,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
300,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
310,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
320,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
330,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
340,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
350,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
360,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
370,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
380,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
390,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
400,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
410,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
420,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
430,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
440,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
450,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
460,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
470,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
480,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
490,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
500,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
510,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
520,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
530,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
540,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
550,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
560,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
570,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
580,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
590,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
600,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
610,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
620,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
