Resistance ,"Grid currents _A,B,C phases",,,"Rotor currents A,B,C phases",,,"Stator currents A,B,C phases",,,"Grid voltages A,B,C phases",,,Grid Powers,,Rotor Powers,,Stator Powers,,Class.
R,i25a,i25b,i25c,ira,irb,irc,isa,isb,isc,v25a,v25b,v25c,pg,qg,pr,qr,ps,qs,Target
630,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
640,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
650,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
660,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
670,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
680,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
690,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
700,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
710,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
720,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
730,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
740,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
750,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
760,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
770,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
780,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
790,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
800,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
810,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
820,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
830,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
840,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
850,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
860,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
870,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
880,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
890,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
900,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
910,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
920,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
930,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
940,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
950,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
960,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
970,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
980,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
990,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
1000,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,10
0.01,5.1569,5.5845,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.39E+03,412.6662,1.04E+03,3.98E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.02,5.1569,5.5757,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.38E+03,405.1941,1.04E+03,3.97E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.04,5.1569,5.5561,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.39E+03,397.3202,1.04E+03,3.94E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.06,5.1569,5.5338,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.38E+03,390.1598,1.04E+03,3.92E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.08,5.1569,5.5162,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.37E+03,397.6964,1.04E+03,3.89E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.1,5.1569,5.4981,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.36E+03,408.761,1.04E+03,3.87E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.12,5.1569,5.4806,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.36E+03,421.8082,1.04E+03,3.84E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.14,5.1569,5.4627,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.35E+03,441.7062,1.04E+03,3.82E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.16,5.1569,5.4455,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.33E+03,461.5109,1.04E+03,3.79E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.18,5.1569,5.4279,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.33E+03,474.8709,1.04E+03,3.77E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.2,5.1569,5.4031,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.33E+03,498.6838,1.04E+03,3.75E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.22,5.1569,5.3914,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.33E+03,516.6207,1.04E+03,3.72E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.24,5.1569,5.3655,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.31E+03,529.3108,1.04E+03,3.70E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.26,5.1569,5.3512,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.33E+03,547.257,1.04E+03,3.68E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.28,5.1569,5.3408,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.32E+03,548.3014,1.04E+03,3.66E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.3,5.1569,5.3179,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.32E+03,557.1637,1.04E+03,3.63E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.4,5.1569,5.242,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.30E+03,511.2995,1.04E+03,3.53E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.5,5.1569,5.1506,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.29E+03,404.2941,1.04E+03,3.42E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.6,5.1569,5.0674,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.28E+03,348.6459,1.04E+03,3.31E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.7,5.1569,4.983,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.23E+03,390.2919,1.04E+03,3.21E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.8,5.1569,4.9005,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.22E+03,480.9581,1.04E+03,3.12E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
0.9,5.1569,4.8217,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.22E+03,512.3531,1.04E+03,3.02E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
1,5.1569,4.7389,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.20E+03,482.651,1.04E+03,2.94E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
1.5,5.1569,4.3782,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,1.09E+03,442.5579,1.13E+03,2.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
2,5.1569,4.3545,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,853.2213,334.0726,1.33E+03,2.20E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
2.5,5.1569,4.3549,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,779.5462,434.9081,1.46E+03,1.93E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
3,5.1569,4.355,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,726.9633,334.0726,1.54E+03,1.70E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
3.5,5.1569,4.3549,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,674.0657,382.8916,1.60E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
4,5.1569,4.3546,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.62E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
4.5,5.1569,4.354,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.63E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
5,5.1569,4.3531,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.63E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
5.5,5.1569,4.3531,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.62E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
6,5.1569,4.3518,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.62E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
6.5,5.1569,4.3501,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.61E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
7,5.1569,4.348,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.58E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
7.5,5.1569,4.348,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.56E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
8,5.1569,4.3455,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.53E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
8.5,5.1569,4.3389,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.47E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
9,5.1569,4.3349,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.44E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
9.5,5.1569,4.3305,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.41E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
10,5.1569,4.3255,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.39E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
15,5.1569,4.2506,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.13E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
20,5.1569,4.1386,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
25,5.1569,4.0038,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
30,5.1569,3.9476,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
35,5.1569,3.9156,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
40,5.1569,3.8761,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
45,5.1569,3.8291,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
50,5.1569,3.7758,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
55,5.1569,3.7174,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
60,5.1569,3.6551,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
65,5.1569,3.59,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
70,5.1569,3.523,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
75,5.1569,3.455,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
80,5.1569,3.3865,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
85,5.1569,3.3424,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
90,5.1569,3.3007,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
95,5.1569,3.2584,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
100,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
110,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
120,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
130,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
140,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
150,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
160,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
170,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
180,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
190,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
200,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
210,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
220,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
230,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
240,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
250,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
260,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
270,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
280,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
290,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
300,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
310,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
320,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
330,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
340,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
350,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
360,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
370,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
380,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
390,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
400,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
410,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
420,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
430,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,11
